"sample","count","length","legal.sublegal","family","genus","species","project","campaignid"
"791","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"803","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"406","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"409","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"418","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"448","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"459","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"475","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"538","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"566","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"587","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"591","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"592","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"596","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"597","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"598","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"603","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"604","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"606","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"608","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"610","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"615","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"618","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"621","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"627","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"631","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"634","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"641","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"642","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"666","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"689","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"691","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"703","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"704","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"711","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"716","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"718","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"727","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"734","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"735","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"736","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"741","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"743","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"744","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"745","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"747","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"753","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"755","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"777","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"799","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"815","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"592","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"606","5","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"607","6","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"609","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"629","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"630","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"631","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"634","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"642","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"704","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"711","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"721","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"735","3","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"736","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"741","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"759","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"762","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"768","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"813","2","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"426","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"607","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"625","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"631","2","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"636","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"689","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"716","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"719","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"721","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"725","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"735","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"736","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"778","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"813","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"592","1","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"607","1","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"705","1","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"715","1","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"724","1","105","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"506","1","115","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"641","1","115","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"705","1","115","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"724","1","115","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"756","1","115","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"813","1","115","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"733","1","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"752","1","125","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2015-01_Rottnest.sanctuaries_SVC"
"827","4","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"828","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"829","7","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"830","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"833","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"835","3","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"840","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"852","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"862","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"867","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"870","6","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"877","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"893","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"907","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"914","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"919","3","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"922","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"925","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"927","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"928","5","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"929","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"938","4","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"944","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"953","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"963","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"965","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"977","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"983","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1000","10","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1011","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1012","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1013","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1018","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1020","4","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1024","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1037","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1040","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1044","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1046","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1050","5","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1055","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1064","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1066","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1067","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1076","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1086","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1114","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1169","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
"1196","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2016-01_Rottnest.sanctuaries_SVC"
